name_company,upadte_date,rank,age,level,experience,salary,Tên công việc,Mã công việc
CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ VÀ  CHẾ BIẾN THỰC PHẨM MINH ĐỨC,06/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 8, Huyện Bình Chánh",TRỢ LÝ GIÁM ĐỐC / GIAO DỊCH VIÊN / KẾ TOÁN / KỸ SƯ NÔNG NGHIỆP,CV2023-26760
NGÂN HÀNG PHƯƠNG ĐÔNG OCB,09/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,TRƯỞNG NHÓM KINH DOANH/NHÂN VIÊN TÍN DỤNG,CV2022-26361
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ H.C,16/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 10,NHÂN VIÊN BÁN HÀNG (CTV),CV2023-26810
TỔ CHỨC TÀI CHÍNH VI MÔ CEP,17/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 1, Quận 8, Huyện Bình Chánh, Huyện Cần Giờ, Huyện Hóc Môn, Huyện Nhà Bè",Thủ quỹ / Chuyên viên Công nghệ thông tin / Nhân viên tín dụng,CV2023-26647
CT ĐT TÀI CHÍNH NHÀ NƯỚC TP. HỒ CHÍ MINH,17/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,"NHÂN VIÊN PHÒNG TÍN DỤNG, PHÒNG THẨM ĐỊNH",CV2023-26806
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ DỊCH VỤ BAMBOO,19/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Thạnh,NHÂN VIÊN PHỤC VỤ,CV2023-26814
Công ty TNHH Sản Xuất Bao Bì Dương Vinh Hoa,23/10/2023,Nhân viên,,2,Không yeu cau,Quận Bình Tân,NHÂN VIÊN TÀI XẾ,CV2023-26817
CT TNHH TMDV DU LỊCH & VẬN TẢI CM,24/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,NHÂN VIÊN KINH DOANH BÁN VÉ XE ( Trong Sân Bay),CV2023-26818
CTY TNHH MỸ PHẨM MIRA,26/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Huyện Hóc Môn,NHÂN VIÊN LÀM VƯỜN (BAO Ở),CV2023-26816
CÔNG TY DU LỊCH HOA SEN VIỆT NAM,26/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,SEO Marketing online/ Phụ việc văn phòng Sale tour du lịch.,CV2023-26737
CÔNG  TY TNHH CƠ ĐIỆN LQC,30/10/2023,Nhân viên,,1,Không yeu cau,Quận 7,GIÁM SÁT THI CÔNG/ KỸ SƯ THIẾT KẾ/ KẾ TOÁN (giám sát thi công hệ thống điều hòa thông gió/ kỹ sư thiết kế đấu thầu hệ thống điều hòa thông gió/ kế toán viên),CV2023-26820
AGRIBank Chi Nhánh 3,31/10/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,NHÂN VIÊN TÍN DỤNG - KẾ TOÁN VIÊN,CV2023-26823
KHÁCH SẠN VŨ GIA,01/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,LỄ TÂN KHÁCH SẠN,CV2023-26824
CTY TNHH MỸ PHẨM MIRA,04/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,BẢO VỆ GIỮ XE (CA ĐÊM) (GOI CTV),CV2023-26815
CÔNG TY TNHH DƯỢC HỒNG LỘC PHÁT,07/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Tân,TRÌNH DƯỢC VIÊN BỆNH VIỆN ETC,CV2023-26825
NHÀ HÀNG HOA VIÊN CRAFT BREWERY,20/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 1, Quận Tân Bình",PHỤC VỤ / LỄ TÂN / TẠP VỤ / PHA CHẾ / BẢO TRÌ / BẢO VỆ,CV2023-26831
Quán APP COFFEE,11/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Phú nhuận,NHÂN VIÊN PHỤC VỤ,CV2023-26827
GÀ RÁN PAPA’S CHICKEN (VIỆT AN),22/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,KẾ TOÁN CÔNG NỢ + PHỤC VỤ (CỬA HÀNG GÀ RÁN),CV2023-26833
Cà phê Thanh Thanh,22/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Tân,PHỤC VỤ CÀ PHÊ (BAO ĂN Ở),CV2023-26834
CÔNG TY TNHH NGOẠI THƯƠNG - NGHIÊN CỨU VÀ  PHÁT TRIỂN PHƯƠNG BẮC,23/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,NHẬP LIỆU,CV2023-26774
NHÀ HÀNG HOA VIÊN CRAFT BREWERY,24/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,THU NGÂN / PHỤC VỤ / QUẢN LÝ HÀNH CHÁNH,CV2023-26812
NHÀ VĂN HÓA THANH NIÊN THÀNH PHỐ,24/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,KỸ THUẬT VIÊN,CV2021-26028
YOGA VIVA,28/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN MARKETING,CV2023-26836
AGRIBank Chi Nhánh 3,29/11/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,TÀI XẾ,CV2023-26837
CÔNG TY TNHH PHỤ LIỆU MAY HẢO VÀ BẢO,12/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 4,THỜI VỤ - XẾP TỜ RƠI,CV2023-26844
CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ NZ,04/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 12,LAO ĐỘNG PHỔ THÔNG ( NV KỸ THUẬT),CV2023-26839
VƯỜN LAN,12/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,H.Trảng Bàng,CHĂM SÓC LAN (bao ở),CV2023-26843
DH NAIL,15/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Thủ Đức,KỸ THUẬT VIÊN NAIL,CV2023-26846
Công ty TNHH ALPHA Việt Nam (KIRIFURI),19/12/2023,Nhân viên,,2,Không yeu cau,Quận Bình Thạnh,NHÂN VIÊN QA/NHÂN VIÊN TIẾP THỊ,CV2023-26848
LIÊN HIỆP CÁC HỘI VĂN HỌC NGHỆ THUẬT THÀNH PHỐ HỒ CHÍ MINH,22/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,Văn thư - Lưu trữ/ Hành chính tổng hợp,CV2023-26730
SHOP 941 CHỢ BẾN THÀNH,26/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN BÁN HÀNG,CV2023-26851
SHOP QUẦN ÁO CHỊ CÚC,26/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Tân,"ĐÓNG GÓI HÀNG HÓA, GIAO HÀNG BÁN ONLINE( BAO ĂN Ở)",CV2023-26850
LIÊN HIỆP CÁC HỘI VĂN HỌC NGHỆ THUẬT THÀNH PHỐ HỒ CHÍ MINH,26/12/2023,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,VĂN THƯ / HÀNH CHÁNH,CV2023-26852
KHÁCH SẠN SÀI GÒN MIA,03/01/2024,Nhân viên,,1,Không yeu cau,Huyện Bình Chánh,BUỒNG PHÒNG / KẾ TOÁN,CV2023-26811
TRUNG TÂM CA NHẠC NHẸ TPHCM,09/01/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,NỮ TẠP VỤ (CTV),CV2024-26859
SALON THANH THẢO,19/01/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 8,THỢ PHỤ SALON TÓC,CV2024-26867
CÔNG TY CỔ PHẦN TÂN VIỆT SIN FOODS,21/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 8,THỢ ĐIỆN LẠNH / LĐPT,CV2022-26557
CÔNG TY TNHH D. I,26/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Thủ Đức,NHÂN VIÊN VẼ/THIẾT KẾ SẢN PHẨM 2D-3D,CV2023-26782
CÔNG TY TNHH BẢO VỆ ĐỨC VIỆT 79,27/02/2024,Nhân viên,,1,Không yeu cau,Quận Gò Vấp,NHÂN VIÊN SALE,CV2024-26879
TẬP ĐOÀN BE GROUP,27/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 6,TRÌNH DƯỢC VIÊN/ GIÁM ĐỐC ASM,CV2024-26878
Công Ty Cổ Phần Đầu Tư Địa Ốc Sài Gòn King Land,27/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 5, Quận 6",NHÂN VIÊN KINH DOANH,CV2024-26877
CTY TNHH MỸ PHẨM MIRA,27/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,KIỂM TRA CHẤT LƯỢNG MỸ PHẨM QC (1T),CV2024-26876
CTY TNHH MỸ PHẨM MIRA,27/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,KẾ TOÁN BÁN HÀNG (1T),CV2024-26875
GIÚP VIỆC NHÀ (BAO ĂN Ở) CHỊ TRANG,27/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,GIÚP VIỆC NHÀ (BAO ĂN Ở) CHỊ TRANG,CV2024-26874
CÔNG TY TNHH SX TM DV DƯƠNG HƯNG THỊNH,27/02/2024,Nhân viên,,1,Không yeu cau,Quận Gò Vấp,NHÂN VIÊN KẾ TOÁN,CV2024-26872
Cty CP Thịnh Phát GP,27/02/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Tân,TẠP VỤ VĂN PHÒNG,CV2024-26871
CTY TNHH DỊCH VỤ BẤT ĐỘNG SẢN EHOUSE,27/02/2024,Nhân viên,,5,Không yeu cau,Quận 1,HÀNH CHÍNH NHÂN SỰ,CV2024-26855
CÔNG TY ĐỊA ỐC MINH ĐỨC,01/03/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 11,"TRƯỞNG, PHÓ PHÒNG KINH DOANH/SALES BẤT ĐỘNG SẢN",CV2024-26881
TƯ NHÂN ANH CÔNG,19/03/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 12,LAO ĐỘNG PHỔ THÔNG (BAO ĂN Ở) CTV,CV2023-26842
GGS - HÀNG CAO CẤP,19/03/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 7, Huyện Nhà Bè",BÁN HÀNG ONLINE,CV2024-26889
HỆ THỐNG BÁNH MÌ AN NA,25/03/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 6,LAO ĐỘNG PHỔ THÔNG ( BÁN BÁNH MÌ) ( bao ăn ở),CV2024-26891
NHÀ HÀNG HOA VIÊN CRAFT BREWERY,25/03/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 1, Quận Tân Bình",PHỤC VỤ / LỄ TÂN / TẠP VỤ / PHA CHẾ / BẢO TRÌ / BẢO VỆ,CV2023-26849
CTY TNHH KHẢI HƯNG,28/03/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 12,THÊU VI TÍNH (BAO ĂN Ở) CTV,CV2024-26894
CÔNG TY NHÀ SẠCH ÂU CƠ,01/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 7,NHÂN VIÊN VỆ SINH,CV2024-26892
Công ty TNHH Sản Xuất Bao Bì Dương Vinh Hoa,08/04/2024,Nhân viên,,2,Không yeu cau,Quận Bình Tân,NHÂN VIÊN TÀI XẾ,CV2024-26905
CỬA HÀNG ĐỒNG HỒ HẠNH CƯỜNG (shopdongho.com),03/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Phú nhuận,NHÂN VIÊN BÁN HÀNG,CV2024-26880
GIA ĐÌNH CÔ NGUYỄN THỊ HẢO,05/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Gò Vấp,GIÚP VIỆC NHÀ CHĂM TRẺ BAO ĂN Ở (CTV),CV2023-26828
CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ ĐẦU TƯ THƯƠNG MẠI ĐẠI DƯƠNG,08/04/2024,Nhân viên,,2,Không yeu cau,Quận Bình Thạnh,NHÂN VIÊN KINH DOANH,CV2021-26070
CÔNG TY CỔ PHẦN ĐẦU TƯ ASIA DRAGON,08/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Tân,NHÂN VIÊN ĐỨNG MÁY - LAO ĐỘNG PHỔ THÔNG,CV2024-26890
KHÁCH SẠN VŨ GIA,09/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,LỄ TÂN / TẠP VỤ / BẢO VỆ,CV2024-26886
CÔNG TY TNHH NGHIÊN CỨU VÀ PHÁT TRIỂN GIA VỊ THỰC PHẨM VIỆT,09/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Gò Vấp,CÔNG NHÂN SẢN XUẤT,CV2024-26907
QÙA TẶNG ĐỐI TÁC – ĐỒ CHƠI SÁNG TẠO IDEASHOP,09/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN BÁN HÀNG,CV2024-26908
CÔNG TY TNHH VẬN TẢI DƯƠNG HUY,11/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 12,KHO + BỐC XẾP (CTV BAO Ở),CV2024-26909
NHÀ HÀNG ẤN ĐỘ TANDOOR,11/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN PHỤ BẾP ( NAM),CV2024-26910
CÔNG TY TNHH TMDV CÔNG NGHỆ PHÚC ĐẠT,19/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Gò Vấp,NHÂN VIÊN KHO HÀNG (1T),CV2024-26913
CÔNG TY TNHH DỊCH VỤ VẬN TẢI VÀ ĐÀO TẠO LÁI XE THÁI VINH,19/04/2024,Nhân viên,,1,Không yeu cau,Quận Bình Thạnh,KINH DOANH (1T),CV2024-26914
CÔNG TY TNHH SAO MẶT TRỜI QUỐC TẾ,19/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN KINH DOANH,CV2024-26915
CÔNG TY TNHH TMDV CÔNG NGHỆ PHÚC ĐẠT,19/04/2024,Nhân viên,,1,Không yeu cau,Quận Gò Vấp,KẾ TOÁN (1T),CV2024-26912
PHỞ SUNG,23/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 7,QUẢN LÝ NHÀ HÀNG/ĐẦU BẾP/PHỤ BẾP/TẠP VỤ/THÂU NGÂN,CV2024-26919
Công ty TNHH MTV Mắt Kính Mắt Sài Gòn,24/04/2024,Nhân viên,,1,Không yeu cau,Quận 10,NHÂN VIÊN KINH DOANH,CV2023-26740
TIỆM VÀNG KIM PHÁT,25/04/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Thạnh,NHÂN VIÊN BÁN HÀNG (BAO Ở),CV2024-26917
QUÁN CƠM ANH VŨ,03/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,TẠP VỤ,CV2024-26925
CÔNG TY TNHH THIÊN PHÚC,03/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,NHÂN VIÊN KINH DOANH,CV2024-26926
TRUNG TÂM THANH THIẾU NIÊN MIỀN NAM,07/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,BẢO VỆ,CV2024-26927
CTY TNHH TMDV SẢN XUẤT SOMICO,07/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Gò Vấp,QUẢN LÝ KHO/ CÔNG NHÂN ĐÓNG HÀNG,CV2024-26929
NHÀ VĂN HÓA THANH NIÊN THÀNH PHỐ,17/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,TẠP VỤ,CV2021-26029
QUÁN ỐC NY,17/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,PHỤC VỤ (bao ăn ở),CV2024-26936
CTY TNHH CÔNG NGHIỆP THỰC PHẨM LIWAYWAY SÀI GÒN_Oishi,17/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,H.Thuận An,CÔNG NHÂN (Phụ xe giao hàng),CV2024-26938
CTY TNHH CÔNG NGHIỆP THỰC PHẨM LIWAYWAY SÀI GÒN_Oishi,17/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 4,NHÂN VIÊN BÁN HÀNG (Bộ phận marketing),CV2024-26940
KHÁCH SẠN BÌNH MINH LÊ LAI,17/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,PHỤC VỤ (Part time)/ BẢO VỀ/ TIẾP TÂN,CV2024-26933
BIDA QUEEN,17/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,ĐẦU BẾP CHẢO,CV2024-26932
VPĐD CÔNG TY CỔ PHẦN MISA tại TP. Hồ Chí Minh,20/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 12,NHÂN VIÊN KINH DOANH PHẦN MỀM,CV2024-26944
CTY TNHH CÔNG NGHIỆP THỰC PHẨM LIWAYWAY SÀI GÒN_Oishi,18/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,NHÂN VIÊN HỖ TRỢ KINH DOANH,CV2024-26942
KHÁCH SẠN VŨ GIA,20/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN BẢO VỆ/ LỄ TÂN/ TẠP VỤ,CV2024-26861
CTY TNHH CÔNG NGHIỆP THỰC PHẨM LIWAYWAY SÀI GÒN_Oishi,18/05/2024,Nhân viên,,1,Không yeu cau,Quận Tân Bình,NHÂN VIÊN KINH DOANH HIỆN ĐẠI,CV2024-26937
NHÀ HÀNG NHẬT BẢN HOA TUYẾT,22/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,TẠP VỤ,CV2024-26883
CÔNG TY CP VIỄN THÔNG ACT,23/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 1, Quận 2, Quận 3, Quận 4, Quận 5, Quận 6, Quận 7, Quận 8, Quận 9, Quận 10, Quận 11, Quận 12, Huyện Bình Chánh, Quận Bình Tân, Quận Bình Thạnh, Huyện Cần Giờ, Huyện Củ Chi, Quận Gò Vấp, Huyện Hóc Môn, Huyện Nhà Bè, Quận Phú nhuận, Quận Tân Bình, Quận Tân Phú, Quận Thủ Đức",KTV NHÀ TRẠM/ KTV LẮP ĐẶT INTERNET,CV2024-26943
CT ĐT TÀI CHÍNH NHÀ NƯỚC TP. HỒ CHÍ MINH,27/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,CHUYÊN VIÊN QUẢN LÝ VÀ KINH DOANH VỐN,CV2024-26930
CÔNG TY TNHH XUẤT NHẬP KHẨU TÍN VĨ,29/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 4,KẾ TOÁN VIÊN,CV2024-26885
CÔNG TY TNHH SX THỰC PHẨM VIỆT NHI,30/05/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 6,NHÂN VIÊN VĂN PHÒNG,CV2024-26854
CÔNG TY LUẬT ALFA,03/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,KẾ TOÁN,CV2024-26950
CÔNG TY TNHH LỰC HỒNG,05/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 12, Quận Gò Vấp",LAO ĐỘNG PHỔ THÔNG LẮP RÁP THIẾT BỊ BĂNG TẢI,CV2024-26952
Công Ty TNHH HELIOS Industries,08/06/2024,Nhân viên,,1,Không yeu cau,Quận Phú nhuận,KỸ SƯ XÂY DỰNG,CV2022-26502
CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,10/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,NHÂN VIÊN GIAO HÀNG (shipper ) VÀ TÀI XẾ XE TẢI.,CV2024-26954
TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,10/06/2024,Nhân viên,,1,Không yeu cau,Quận Thủ Đức,NHÂN VIÊN PHÒNG ĐÀO TẠO,CV2024-26956
TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,10/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Thủ Đức,NHÂN VIÊN PHÒNG HỢP TÁC PHÁT TRIỂN,CV2024-26957
TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,10/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Thủ Đức,NHÂN VIÊN PHÒNG HÀNH CHÁNH TỔ CHỨC,CV2024-26958
TRƯỜNG ĐOÀN LÝ TỰ TRỌNG,10/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Thủ Đức,GIÁO VIÊN,CV2024-26959
CÔNG TY TNHH KOUPLE,12/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 7,NHÂN VIÊN PHỤC VỤ,CV2024-26961
CTY TNHH CÔNG NGHIỆP THỰC PHẨM LIWAYWAY SÀI GÒN_Oishi,14/06/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 4,NHÂN VIÊN GIAO HÀNG TẠI TP.HCM,CV2024-26941
CÔNG TY TNHH CẤP NƯỚC TÓC TIÊN,04/07/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Bà Rịa - Vũng Tàu,KỸ SƯ XÂY DỰNG (NGÀNH CẤP NƯỚC),CV2024-26966
CÔNG TY TNHH SUẤT ĂN CÔNG NGHIỆP HẢI YẾN,11/07/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 7,NHÂN VIÊN PHỤC VỤ BẾP,CV2024-26968
HỆ THỐNG GIÁO DỤC ATY,12/07/2024,Nhân viên,,1,Không yeu cau,"Quận 12, Quận Tân Phú",QUẢN LÝ KÝ TÚC XÁ,CV2024-26969
TRUNG TÂM PHÁT TRIỂN NHÂN LỰC HITECO,15/07/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Tân Bình,TƯ VẤN VIÊN / THỰC TẬP SINH TẠI NHẬT,CV2024-26971
Cty TNHH TM – DV – TV  HIỆP THÀNH TÍN,17/07/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN BẢO VỆ,CV2024-26973
HAIR SALON BOBO,23/07/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,THỢ LÀM TÓC / LỄ TÂN,CV2024-26980
Tư Nhân Nguyễn Thị Ánh,26/07/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 7,Giúp Việc Nhà ( Bao ăn ở ),CV2024-26981
GIA ĐÌNH CHỊ NGUYỄN THỊ THIÊN HƯƠNG,29/07/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Gò Vấp,GIÚP VIỆC NHÀ THEO GIỜ,CV2024-26977
TRUNG TÂM GIÁO DỤC NGHỀ NGHIỆP GIÁO DỤC THƯỜNG XUYÊN QUẬN 1,02/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 1, Quận 12, Quận Tân Phú",BẢO VỆ / QUẢN LÝ KÝ TÚC XÁ / GIÁO VIÊN,CV2024-26984
CÔNG TY TNHH THIẾT BỊ VĂN PHÒNG GIA THỊNH,06/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Gò Vấp,NHÂN VIÊN KỸ THUẬT,CV2024-26992
TỔNG CÔNG TY CỔ PHẦN NOVA SERVICE,14/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,CHUYÊN VIÊN KINH DOANH,CV2024-26993
CÔNG TY TNHH SƠN HÀ CT,16/08/2024,Nhân viên,,2,Không yeu cau,Quận Gò Vấp,NHÂN VIÊN KỸ THUẬT,CV2024-26998
QUÁN CƠM ANH VŨ,26/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,PHỤ QUÁN CƠM,CV2024-26999
KHÁNH BI CLUB,26/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 6,PHỤC VỤ QUÁN BIDA,CV2024-27002
CÔNG TY XUẤT NHẬP KHẨU THUỐC LÁ,26/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,NHÂN VIÊN HÀNH CHÁNH,CV2024-27003
CÔNG TY TNHH XUẤT NHẬP KHẨU TÍN VĨ,30/08/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 4,KẾ TOÁN VIÊN,CV2024-27004
BẢO HIỂM CÔNG NGHỆ FWD,10/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 3,GIÁM ĐỐC/ TRƯỞNG PHÒNG KINH DOANH/ TƯ VẤN BẢO HIỂM,CV2024-26994
GOLD FRUIT SÀI GÒN,10/09/2024,Nhân viên,,1,Không yeu cau,Quận Thủ Đức,NHÂN VIÊN THU MUA VÀ PHÁT TRIỂN SẢN PHẨM,CV2024-27006
CÔNG TY TNHH MTV TM DV MỸ DI (CALLA SPA),12/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Phú nhuận,LỄ TÂN / KINH DOANH,CV2024-27008
CÔNG TY TNHH ALPHA VIỆT NAM,13/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Thủ Đức,NHÂN VIÊN KINH DOANH,CV2024-27010
QUÁN HỦ TIẾU MỰC ÔNG GIÀ CHÍNH GỐC,16/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN PHỤC VỤ (BAO ĂN Ở),CV2024-27013
CÔNG TY TNHH SX THỰC PHẨM VIỆT NHI,18/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 6,NHÂN VIÊN VĂN PHÒNG,CV2024-27014
CTY CP ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN PHƯƠNG ĐÔNG,20/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 2,NHÂN VIÊN SALE/ THỰC TẬP SINH CÓ LƯƠNG CỨNG,CV2024-27017
SHOP PHỤ KIỆN THỜI TRANG,25/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN BÁN HÀNG,CV2024-27019
QUÁN ĂN TÀI KÝ,26/09/2024,Nhân viên,,Không yêu cầu,Không yeu cau,Quận Bình Thạnh,ĐẦU BẾP / PHỤ BẾP / PHỤC VỤ,CV2024-27020
CÔNG TY TNHH TM DV TÂN PHONG VĨNH,02/10/2024,Nhân viên,,1,Không yeu cau,Quận Tân Phú,NHÂN VIÊN KINH DOANH,CV2024-27022
SHOP VƯỜN RAU AN TOÀN 49,03/10/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận Phú nhuận, Quận Tân Bình",BÁN HÀNG,CV2024-27023
CÔNG TY TNHH QUANG CẢNH XANH,01/10/2024,Nhân viên,,Không yêu cầu,Không yeu cau,"Quận 1, Quận Bình Tân, Quận Gò Vấp",NHÂN VIÊN HỒ SƠ NỘI NGHIỆP - GIÁM SÁT ĐIỆN NƯỚC CỦA CÔNG TRÌNH CÂY XANH TẠI TP.HCM - LAO ĐỘNG PHỔ THÔNG,CV2024-27021
NHÀ HÀNG SÂN VƯỜN MILANT,21/07/2022,Nhân viên,,Không yêu cầu,Không yeu cau,Quận 1,NHÂN VIÊN PHỤC VỤ,CV2022-26374
